ResinType,ResinPercentage,ResinSupplier,PigmentType,PigmentPercentage,PigmentSupplier,SolventType,SolventPercentage,SolventSupplier,Gloss,Viscosity,HidingPower,IsSuccess,Dispersant_Percentage,Dispersant_Supplier,Thickener_Percentage,Thickener_Supplier,Defoamer_Percentage,Defoamer_Supplier,TotalSolidsContent,SimulatedPVC,SolventToResinRatio,Resin_Pigment_Combo,Resin_Solvent_Combo,Pigment_Solvent_Combo
Epoxy,47.34,SupplierF_Resin,Titanium Dioxide,24.7,SupplierH_Pigment,Mineral Spirits,19.14,SupplierN_Solvent,40.33,,64.08,0,4.18,SupplierS_Add,0.0,None,4.64,SupplierW_Add,80.86,0.3055,0.4,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,57.52,SupplierD_Resin,Organic Blue,23.89,SupplierK_Pigment,Water,15.63,SupplierM_Solvent,33.91,1385.98,32.24,0,0.0,None,2.96,SupplierU_Add,0.0,None,84.37,0.2832,0.27,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Epoxy,51.8,SupplierF_Resin,Titanium Dioxide,30.3,SupplierH_Pigment,Mineral Spirits,16.44,SupplierN_Solvent,44.5,1107.06,62.13,0,0.0,None,,SupplierU_Add,0.0,None,83.56,0.3626,0.32,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,,SupplierF_Resin,Organic Blue,21.86,SupplierK_Pigment,Mineral Spirits,25.12,SupplierN_Solvent,49.26,407.02,30.72,0,2.08,SupplierR_Add,0.0,None,0.0,None,74.88,0.2919,0.49,Epoxy_Organic Blue,Epoxy_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,56.79,SupplierA_Resin,Organic Blue,23.78,SupplierL_Pigment,Mineral Spirits,11.12,SupplierN_Solvent,42.05,834.94,38.11,0,3.63,SupplierS_Add,0.0,None,4.67,SupplierV_Add,88.87,0.2676,0.2,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Alkyd,51.71,SupplierC_Resin,Titanium Dioxide,27.17,SupplierH_Pigment,Water,19.29,SupplierM_Solvent,19.21,712.89,70.45,1,0.0,None,0.79,SupplierT_Add,,SupplierW_Add,80.7,0.3367,0.37,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Acrylic,51.4,SupplierB_Resin,Titanium Dioxide,35.17,SupplierG_Pigment,Mineral Spirits,11.93,SupplierN_Solvent,25.62,1183.86,96.74,0,0.0,None,0.0,None,1.5,SupplierV_Add,88.07,0.3993,0.23,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,44.61,SupplierA_Resin,Organic Blue,28.67,SupplierK_Pigment,Water,21.8,SupplierM_Solvent,40.97,736.4,,0,0.0,None,0.0,None,4.92,SupplierW_Add,78.2,0.3666,0.49,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Acrylic,51.17,SupplierB_Resin,Titanium Dioxide,28.63,SupplierH_Pigment,Mineral Spirits,17.88,SupplierO_Solvent,26.08,1301.96,70.58,0,0.0,None,2.32,SupplierU_Add,0.0,None,82.12,0.3486,0.35,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,48.1,SupplierA_Resin,Titanium Dioxide,22.94,SupplierG_Pigment,Water,,SupplierM_Solvent,28.08,878.27,57.82,0,1.08,SupplierS_Add,0.0,None,4.65,SupplierW_Add,76.77,0.2988,0.48,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Acrylic,49.63,SupplierA_Resin,Organic Blue,32.63,SupplierK_Pigment,Mineral Spirits,15.75,SupplierN_Solvent,38.8,1228.59,39.13,0,0.0,None,0.0,None,1.99,SupplierV_Add,84.25,0.3873,0.32,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,59.42,SupplierE_Resin,Iron Oxide Red,25.65,SupplierJ_Pigment,Xylene,12.54,SupplierQ_Solvent,43.86,1856.66,47.91,0,0.0,None,2.39,SupplierU_Add,0.0,None,87.46,0.2933,0.21,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,49.97,SupplierA_Resin,Iron Oxide Red,28.81,SupplierI_Pigment,Xylene,,SupplierP_Solvent,33.11,1046.42,50.18,0,2.16,SupplierR_Add,0.0,None,2.6,SupplierW_Add,83.54,0.3449,0.33,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Acrylic,58.36,SupplierA_Resin,Iron Oxide Red,25.55,SupplierJ_Pigment,Mineral Spirits,14.21,SupplierN_Solvent,47.57,1053.18,36.51,0,1.88,SupplierR_Add,0.0,None,0.0,None,85.79,0.2978,0.24,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,46.19,SupplierD_Resin,Titanium Dioxide,27.38,SupplierH_Pigment,Mineral Spirits,23.93,SupplierO_Solvent,10.77,554.6,62.47,0,0.0,None,0.0,None,2.5,SupplierW_Add,76.07,0.3599,0.52,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,45.91,SupplierA_Resin,Iron Oxide Red,25.29,SupplierJ_Pigment,Xylene,24.18,SupplierP_Solvent,23.0,948.01,51.65,1,4.62,SupplierS_Add,0.0,None,0.0,None,75.82,0.3336,0.53,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Acrylic,40.42,SupplierA_Resin,Iron Oxide Red,33.92,SupplierJ_Pigment,Mineral Spirits,24.4,SupplierN_Solvent,32.17,852.42,56.66,0,0.0,None,0.0,None,1.26,SupplierW_Add,75.6,0.4487,0.6,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,43.87,SupplierE_Resin,Iron Oxide Red,30.13,SupplierI_Pigment,Xylene,19.57,SupplierQ_Solvent,37.91,1507.85,60.2,0,0.0,None,2.51,SupplierU_Add,3.93,SupplierW_Add,80.44,0.3746,0.45,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,43.52,SupplierB_Resin,Iron Oxide Red,32.55,SupplierJ_Pigment,Mineral Spirits,23.32,SupplierO_Solvent,28.19,956.98,,0,0.61,SupplierR_Add,0.0,None,0.0,None,76.68,0.4245,0.54,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,56.95,SupplierB_Resin,Titanium Dioxide,,SupplierG_Pigment,Water,15.25,SupplierM_Solvent,20.55,1572.11,73.29,0,0.0,None,1.16,SupplierU_Add,0.0,None,84.75,0.3143,0.27,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Epoxy,43.62,SupplierF_Resin,Organic Blue,29.65,SupplierL_Pigment,Water,20.45,SupplierM_Solvent,31.89,1598.37,29.99,0,2.0,SupplierS_Add,4.28,SupplierU_Add,0.0,None,79.55,0.3727,,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Acrylic,47.8,SupplierA_Resin,Organic Blue,30.73,SupplierK_Pigment,Xylene,17.05,SupplierQ_Solvent,41.28,2084.67,35.58,0,0.0,None,4.42,SupplierT_Add,0.0,None,82.95,0.3705,0.36,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Alkyd,51.2,SupplierD_Resin,Titanium Dioxide,34.43,SupplierH_Pigment,Mineral Spirits,12.71,SupplierO_Solvent,22.72,1120.77,,0,0.0,None,0.0,None,,SupplierV_Add,87.29,0.3944,0.25,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,54.83,SupplierF_Resin,Titanium Dioxide,26.56,SupplierG_Pigment,Water,16.82,SupplierM_Solvent,48.33,1600.61,68.26,0,,SupplierR_Add,0.0,None,0.0,None,83.18,0.3193,0.31,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Epoxy,55.31,SupplierF_Resin,Iron Oxide Red,27.16,SupplierI_Pigment,Xylene,11.86,SupplierP_Solvent,44.77,1557.08,52.09,0,1.72,SupplierS_Add,0.0,None,3.95,SupplierW_Add,88.14,0.3081,0.21,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,50.84,SupplierB_Resin,Organic Blue,31.99,SupplierK_Pigment,Mineral Spirits,12.59,SupplierO_Solvent,19.82,1599.68,45.55,0,0.0,None,4.58,SupplierU_Add,0.0,None,87.41,0.366,0.25,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,46.8,SupplierA_Resin,Organic Blue,29.85,SupplierK_Pigment,Xylene,18.95,SupplierP_Solvent,35.72,652.62,45.91,0,0.0,None,0.0,None,4.4,SupplierW_Add,,0.3683,,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Alkyd,44.05,SupplierC_Resin,Organic Blue,27.64,SupplierK_Pigment,Mineral Spirits,20.23,SupplierO_Solvent,23.0,1119.35,37.89,0,4.48,SupplierR_Add,3.6,SupplierU_Add,0.0,None,79.77,0.3465,0.46,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Alkyd,43.47,SupplierD_Resin,Iron Oxide Red,29.9,SupplierI_Pigment,Water,21.76,SupplierM_Solvent,26.34,705.59,55.57,0,0.0,None,2.05,SupplierU_Add,2.82,SupplierW_Add,78.24,0.3822,0.5,Alkyd_Iron Oxide Red,Alkyd_Water,Iron Oxide Red_Water
Alkyd,50.15,SupplierC_Resin,Titanium Dioxide,31.59,SupplierH_Pigment,Mineral Spirits,10.64,SupplierO_Solvent,32.37,1894.8,91.1,0,0.0,None,3.82,SupplierT_Add,3.8,SupplierV_Add,89.36,0.3535,0.21,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,50.62,SupplierD_Resin,Organic Blue,32.72,SupplierK_Pigment,Water,15.65,SupplierM_Solvent,31.7,625.48,46.39,0,0.0,None,0.0,None,1.01,SupplierV_Add,84.35,0.3879,0.31,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Epoxy,44.93,SupplierE_Resin,Iron Oxide Red,,SupplierJ_Pigment,Xylene,22.22,SupplierP_Solvent,40.46,1605.38,50.12,0,0.0,None,4.93,SupplierU_Add,1.51,SupplierV_Add,77.78,0.3395,0.49,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,50.35,SupplierB_Resin,Organic Blue,31.0,SupplierL_Pigment,Xylene,15.5,SupplierP_Solvent,31.83,1046.22,41.89,0,,None,0.0,None,3.15,SupplierV_Add,,0.3669,0.31,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Epoxy,49.5,SupplierF_Resin,Titanium Dioxide,26.54,SupplierG_Pigment,Xylene,20.36,SupplierQ_Solvent,33.36,1219.54,70.42,0,,SupplierR_Add,0.0,None,0.0,None,79.64,0.3332,0.41,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Epoxy,49.76,SupplierE_Resin,Organic Blue,24.46,SupplierL_Pigment,Mineral Spirits,,SupplierN_Solvent,47.43,1572.17,20.59,0,0.0,None,3.22,SupplierT_Add,0.0,None,77.44,0.3159,0.45,Epoxy_Organic Blue,Epoxy_Mineral Spirits,Organic Blue_Mineral Spirits
Alkyd,50.19,SupplierD_Resin,Iron Oxide Red,23.5,SupplierJ_Pigment,Mineral Spirits,25.05,SupplierO_Solvent,17.83,617.44,41.19,1,1.26,SupplierS_Add,0.0,None,0.0,None,74.95,0.3135,0.5,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,51.84,SupplierF_Resin,Iron Oxide Red,30.61,SupplierI_Pigment,Water,14.65,SupplierM_Solvent,47.09,1407.87,51.53,1,1.23,SupplierR_Add,0.0,None,1.68,SupplierW_Add,85.36,0.3586,,Epoxy_Iron Oxide Red,Epoxy_Water,Iron Oxide Red_Water
Epoxy,49.06,SupplierF_Resin,Organic Blue,33.89,SupplierL_Pigment,Xylene,15.72,SupplierP_Solvent,35.0,1325.47,39.9,0,0.0,None,0.0,None,,SupplierW_Add,,0.4021,0.32,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Acrylic,48.3,SupplierB_Resin,Iron Oxide Red,27.88,SupplierI_Pigment,Water,21.44,SupplierM_Solvent,27.45,100.0,42.16,0,0.0,None,0.0,None,2.38,SupplierW_Add,78.56,0.3549,0.44,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Acrylic,44.25,SupplierA_Resin,Organic Blue,30.82,SupplierK_Pigment,Xylene,19.11,SupplierQ_Solvent,36.5,1149.12,27.64,1,0.0,None,3.04,SupplierU_Add,2.77,SupplierW_Add,80.88,0.3811,0.43,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Epoxy,52.97,SupplierE_Resin,Iron Oxide Red,21.97,SupplierI_Pigment,Water,18.78,SupplierM_Solvent,43.18,963.08,45.47,1,2.39,SupplierS_Add,0.0,None,3.9,SupplierW_Add,81.23,0.2705,0.35,Epoxy_Iron Oxide Red,Epoxy_Water,Iron Oxide Red_Water
Acrylic,54.86,SupplierA_Resin,Organic Blue,20.69,SupplierK_Pigment,Water,19.65,SupplierM_Solvent,35.74,951.21,30.3,0,2.52,SupplierR_Add,0.0,None,2.28,SupplierW_Add,80.35,0.2575,0.36,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Epoxy,48.8,SupplierF_Resin,Iron Oxide Red,29.89,SupplierJ_Pigment,Mineral Spirits,19.24,SupplierO_Solvent,43.84,851.96,54.95,1,2.07,SupplierR_Add,0.0,None,0.0,None,80.76,0.3701,0.39,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,42.75,SupplierC_Resin,Organic Blue,32.25,SupplierK_Pigment,Mineral Spirits,19.75,SupplierN_Solvent,16.83,465.7,37.55,0,0.0,None,1.53,SupplierU_Add,,SupplierV_Add,80.26,0.4018,0.46,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,54.01,SupplierF_Resin,Organic Blue,23.53,SupplierK_Pigment,Xylene,20.8,SupplierP_Solvent,39.51,1490.23,30.16,0,0.0,None,,SupplierT_Add,0.0,None,79.2,0.2971,0.39,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Epoxy,49.13,SupplierF_Resin,Titanium Dioxide,29.65,SupplierH_Pigment,Xylene,18.97,SupplierP_Solvent,47.38,1112.42,62.04,0,0.0,None,0.57,SupplierU_Add,1.68,SupplierW_Add,81.03,0.3659,0.39,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Alkyd,52.82,SupplierC_Resin,Titanium Dioxide,25.73,SupplierH_Pigment,Water,18.45,SupplierM_Solvent,28.27,891.3,67.49,0,1.33,SupplierS_Add,,None,1.67,SupplierV_Add,81.55,0.3155,0.35,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Epoxy,53.84,SupplierF_Resin,Organic Blue,30.64,SupplierK_Pigment,Mineral Spirits,12.2,SupplierO_Solvent,32.8,1716.14,43.21,0,3.32,SupplierS_Add,0.0,None,0.0,None,87.8,0.349,0.23,Epoxy_Organic Blue,Epoxy_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,53.06,SupplierA_Resin,Titanium Dioxide,26.27,SupplierG_Pigment,Water,13.77,SupplierM_Solvent,36.07,1327.25,64.93,0,0.0,None,2.19,SupplierU_Add,4.72,SupplierV_Add,86.24,0.3046,0.26,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Acrylic,,SupplierA_Resin,Organic Blue,23.05,SupplierK_Pigment,Mineral Spirits,24.2,SupplierN_Solvent,46.09,1915.91,27.69,1,0.0,None,4.82,SupplierU_Add,0.0,None,75.8,0.3041,0.5,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,51.22,SupplierE_Resin,Iron Oxide Red,31.14,SupplierI_Pigment,Mineral Spirits,13.01,SupplierN_Solvent,52.07,2305.07,53.12,0,0.0,None,3.48,SupplierU_Add,1.15,SupplierW_Add,86.99,0.358,0.25,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,47.56,SupplierD_Resin,Iron Oxide Red,26.29,SupplierI_Pigment,Mineral Spirits,18.9,SupplierO_Solvent,28.8,1658.81,46.13,0,,SupplierR_Add,3.82,SupplierT_Add,0.0,None,81.1,0.3242,0.4,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,56.9,SupplierE_Resin,Iron Oxide Red,26.24,SupplierJ_Pigment,Xylene,11.35,SupplierQ_Solvent,48.7,1936.9,55.54,0,3.45,SupplierS_Add,,SupplierT_Add,,None,88.65,0.296,0.2,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Alkyd,46.93,SupplierC_Resin,Organic Blue,26.36,SupplierK_Pigment,Water,21.17,SupplierM_Solvent,21.04,1624.78,42.94,0,0.0,None,4.55,SupplierU_Add,0.99,SupplierV_Add,78.83,0.3344,0.45,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Epoxy,48.51,SupplierE_Resin,Titanium Dioxide,27.63,SupplierG_Pigment,Xylene,,SupplierQ_Solvent,30.26,1502.85,70.03,0,3.49,SupplierS_Add,0.0,None,1.07,SupplierW_Add,80.7,,0.4,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Acrylic,42.99,SupplierA_Resin,Organic Blue,22.98,SupplierL_Pigment,Water,25.32,SupplierM_Solvent,39.59,1586.76,47.02,1,4.28,SupplierR_Add,4.44,SupplierT_Add,0.0,None,74.69,0.3077,0.59,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Epoxy,47.46,SupplierF_Resin,Organic Blue,29.79,SupplierK_Pigment,Water,18.86,SupplierM_Solvent,38.71,,42.14,0,0.0,None,0.0,None,3.89,SupplierW_Add,81.14,0.3671,0.4,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Epoxy,43.66,SupplierE_Resin,Titanium Dioxide,30.55,SupplierG_Pigment,Water,21.47,SupplierM_Solvent,24.07,944.62,78.62,0,1.75,SupplierS_Add,0.0,None,2.57,SupplierW_Add,78.53,0.389,0.49,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Acrylic,48.69,SupplierA_Resin,Iron Oxide Red,30.61,SupplierJ_Pigment,Water,17.54,SupplierM_Solvent,40.28,1121.68,54.29,0,0.0,None,0.0,None,3.16,SupplierW_Add,82.46,0.3712,0.36,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Epoxy,42.95,SupplierE_Resin,Iron Oxide Red,30.67,SupplierJ_Pigment,Mineral Spirits,20.72,SupplierO_Solvent,26.55,1601.35,51.18,0,0.0,None,4.02,SupplierU_Add,1.64,SupplierV_Add,79.28,0.3869,0.48,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,47.01,SupplierD_Resin,Organic Blue,34.37,SupplierL_Pigment,Xylene,,SupplierP_Solvent,,1300.71,46.14,1,0.0,None,4.53,SupplierU_Add,2.08,SupplierV_Add,87.99,0.3906,0.26,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Alkyd,52.69,SupplierD_Resin,Iron Oxide Red,25.66,SupplierI_Pigment,Water,19.17,SupplierM_Solvent,23.79,942.19,60.16,0,,SupplierS_Add,0.0,None,0.0,None,80.83,0.3175,0.36,Alkyd_Iron Oxide Red,Alkyd_Water,Iron Oxide Red_Water
Alkyd,50.57,SupplierC_Resin,Titanium Dioxide,,SupplierH_Pigment,Water,19.67,SupplierM_Solvent,23.62,438.5,70.44,1,4.26,SupplierS_Add,0.0,None,2.53,SupplierV_Add,80.33,0.2859,0.39,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Alkyd,44.22,SupplierD_Resin,Iron Oxide Red,33.89,SupplierI_Pigment,Mineral Spirits,19.53,SupplierO_Solvent,25.53,1277.31,60.05,0,0.0,None,2.36,SupplierT_Add,0.0,None,80.47,0.4212,0.44,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,45.09,SupplierA_Resin,Organic Blue,30.82,SupplierL_Pigment,Water,22.24,SupplierM_Solvent,35.02,993.08,47.31,1,1.85,SupplierR_Add,0.0,None,0.0,None,77.76,0.3963,0.49,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Acrylic,51.78,SupplierA_Resin,Titanium Dioxide,25.55,SupplierH_Pigment,Xylene,17.78,SupplierQ_Solvent,34.91,1202.63,56.44,0,0.0,None,2.18,SupplierU_Add,2.71,SupplierW_Add,82.22,,0.34,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Epoxy,49.46,SupplierF_Resin,Iron Oxide Red,22.09,SupplierI_Pigment,Water,21.08,SupplierM_Solvent,46.97,873.74,48.59,0,4.72,SupplierS_Add,0.0,None,2.65,SupplierW_Add,78.92,0.2799,0.43,Epoxy_Iron Oxide Red,Epoxy_Water,Iron Oxide Red_Water
Acrylic,48.23,SupplierA_Resin,Titanium Dioxide,27.49,SupplierH_Pigment,Water,18.76,SupplierM_Solvent,35.63,1948.24,69.23,0,0.0,None,4.92,SupplierT_Add,0.6,SupplierV_Add,81.24,0.3384,0.39,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Alkyd,47.62,SupplierC_Resin,Titanium Dioxide,27.89,SupplierG_Pigment,Mineral Spirits,21.48,SupplierN_Solvent,,830.98,73.45,1,0.0,None,0.0,None,3.01,SupplierW_Add,78.52,0.3552,0.45,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,47.13,SupplierC_Resin,Iron Oxide Red,28.44,SupplierJ_Pigment,Xylene,19.22,SupplierP_Solvent,12.0,731.04,65.44,1,1.73,SupplierS_Add,3.48,SupplierU_Add,0.0,None,80.78,0.3521,0.41,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Acrylic,47.58,SupplierB_Resin,Organic Blue,31.04,SupplierL_Pigment,Water,16.38,SupplierM_Solvent,36.65,2045.18,42.69,0,0.0,None,3.97,SupplierT_Add,1.03,SupplierV_Add,83.62,,,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Acrylic,48.31,SupplierB_Resin,Titanium Dioxide,31.57,SupplierH_Pigment,Xylene,15.45,SupplierP_Solvent,36.21,910.32,88.75,1,4.67,SupplierS_Add,0.0,None,0.0,None,84.55,0.3734,0.32,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Alkyd,51.99,SupplierD_Resin,Titanium Dioxide,29.51,SupplierG_Pigment,Water,17.86,SupplierM_Solvent,19.33,1103.1,86.07,0,0.64,SupplierR_Add,0.0,None,0.0,None,,0.3593,0.34,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Acrylic,53.76,SupplierB_Resin,Organic Blue,28.6,SupplierL_Pigment,Xylene,10.88,SupplierQ_Solvent,,1929.75,36.97,0,0.0,None,4.29,SupplierT_Add,2.46,SupplierW_Add,89.11,0.321,0.2,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Alkyd,53.15,SupplierC_Resin,Organic Blue,26.86,SupplierL_Pigment,Mineral Spirits,14.87,SupplierO_Solvent,27.48,1758.29,35.1,0,0.0,None,4.18,SupplierT_Add,0.93,SupplierW_Add,85.12,0.3156,0.28,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,44.34,SupplierA_Resin,Iron Oxide Red,27.91,SupplierJ_Pigment,Water,26.71,SupplierM_Solvent,21.0,,39.99,0,0.0,None,1.04,SupplierT_Add,0.0,None,73.29,0.3808,0.6,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Alkyd,53.39,SupplierC_Resin,Iron Oxide Red,26.53,SupplierJ_Pigment,Mineral Spirits,15.31,SupplierN_Solvent,17.13,889.21,48.83,1,4.27,SupplierS_Add,0.0,None,0.5,SupplierV_Add,84.69,0.3133,0.29,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,47.94,SupplierB_Resin,Organic Blue,27.47,SupplierK_Pigment,Water,20.18,SupplierM_Solvent,28.67,799.99,35.69,0,0.0,None,0.0,None,4.41,SupplierW_Add,79.82,0.3441,0.42,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Acrylic,47.81,SupplierB_Resin,Titanium Dioxide,30.37,SupplierH_Pigment,Xylene,19.29,SupplierP_Solvent,26.81,1110.93,78.35,0,0.98,SupplierR_Add,1.55,SupplierU_Add,0.0,None,80.71,0.3763,0.4,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Acrylic,49.03,SupplierA_Resin,Organic Blue,26.68,SupplierL_Pigment,Xylene,22.32,SupplierP_Solvent,37.3,432.07,39.76,0,0.0,None,0.0,None,1.97,SupplierV_Add,77.68,0.3435,,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Alkyd,52.97,SupplierC_Resin,Organic Blue,24.6,SupplierK_Pigment,Mineral Spirits,15.87,SupplierO_Solvent,24.16,1543.22,44.04,0,0.0,None,3.13,SupplierT_Add,3.44,SupplierW_Add,84.14,0.2924,0.3,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Alkyd,39.57,SupplierC_Resin,Iron Oxide Red,31.24,SupplierI_Pigment,Mineral Spirits,21.45,SupplierN_Solvent,36.62,220.73,62.31,0,4.88,SupplierR_Add,0.0,None,2.86,SupplierW_Add,78.55,0.3977,0.54,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,55.78,SupplierA_Resin,Titanium Dioxide,23.91,SupplierH_Pigment,Xylene,16.79,SupplierP_Solvent,35.15,1142.21,57.04,0,0.0,None,0.86,SupplierU_Add,2.66,SupplierV_Add,83.21,0.2873,0.3,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Alkyd,54.12,SupplierC_Resin,Organic Blue,26.53,SupplierL_Pigment,Water,13.15,SupplierM_Solvent,21.69,1299.18,27.37,0,3.58,SupplierR_Add,2.62,SupplierU_Add,0.0,None,86.85,0.3055,0.24,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Alkyd,45.35,SupplierD_Resin,Titanium Dioxide,22.43,SupplierG_Pigment,Water,23.8,SupplierM_Solvent,3.96,377.86,54.51,0,3.44,SupplierS_Add,0.0,None,4.98,SupplierV_Add,76.2,0.2944,,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
